model,regime,criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
pixtral,zero_shot,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
pixtral,zero_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.5384615384615384,0.4,0.2941176470588235,0.4444444444444444,0.6666666666666666,-0.2222222222222222,0.6390096504226936,0.6674238124719146,0.5555555555555556,1.0,0.1111111111111111,0.16666666666666666,0.0
pixtral,zero_shot,Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
pixtral,zero_shot,Examples/Protocols(1 Mark),9,9,1.0,0.11764705882352955,0.06896551724137945,0.0,0.5,0.5270462766947299,-0.2777777777777778,0.316227766016838,0.31622776601683794,0.0,1.0,0.5,0.5270462766947299,0.0
pixtral,zero_shot,Clarity & Organization (1 Mark),9,9,1.0,0.0,0.0,0.0,0.5833333333333334,0.6291528696058958,0.4166666666666667,,,0.0,1.0,0.5833333333333334,0.6291528696058958,0.0
qwen25vl,few_shot,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
qwen25vl,few_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
qwen25vl,few_shot,Reinforcement Learning,9,9,1.0,0.0,0.0,0.0,0.5,0.7637626158259734,-0.05555555555555555,,,0.3333333333333333,0.8888888888888888,0.19999999999999998,0.30550504633038933,0.0
qwen25vl,few_shot,"Example, Overall Clarity & Structure",9,9,1.0,0.0,0.0,0.0,0.5,0.6009252125773316,0.2777777777777778,,,0.2222222222222222,1.0,0.2,0.24037008503093266,0.0
qwen25vl,few_shot,Defintion of climate and weather,6,6,1.0,0.0,0.0,0.0,0.8333333333333334,0.8660254037844386,-0.8333333333333334,,,0.0,1.0,0.4166666666666667,0.4330127018922193,0.0
qwen25vl,few_shot,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.7637626158259734,-0.16666666666666666,,,0.0,0.8333333333333334,0.3333333333333333,0.3818813079129867,0.0
qwen25vl,few_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.25,0.25,-0.16666666666666666,,,0.0,1.0,0.125,0.125,0.0
qwen25vl,few_shot,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,few_shot,Step-by-Step Procedure,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.4,,,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,few_shot,Accuracy of Final Answer,10,10,1.0,-0.33333333333333326,-0.15384615384615374,-0.04166666666666674,0.6,0.8944271909999159,0.2,-0.3952847075210474,-0.3952847075210474,0.5,0.9,0.15,0.22360679774997896,0.0
qwen25vl,few_shot,Clarity & Presentation,10,10,1.0,0.032258064516129004,0.09090909090909094,0.1428571428571429,0.8,1.0954451150103321,-0.8,0.06804138174397721,0.040662503039522215,0.4,0.8,0.2,0.27386127875258304,0.0
qwen25vl,few_shot,Concept of Histogram Equalization,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,few_shot,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
qwen25vl,few_shot,Concept of Histogram Matching,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,few_shot,Necessity of Histogram Matching,4,4,1.0,0.125,0.0,-0.1428571428571428,1.25,1.3228756555322954,1.25,0.5773502691896258,0.5773502691896257,0.0,0.75,0.3125,0.33071891388307384,0.0
qwen25vl,few_shot,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,few_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
qwen25vl,few_shot,Correct identification of keys in given relation (2),6,6,1.0,0.0,0.0,0.0,0.8333333333333334,1.0801234497346435,0.8333333333333334,,,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.5400617248673217,0.0
qwen25vl,few_shot,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,few_shot,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
qwen25vl,few_shot,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
qwen25vl,few_shot,Comparision,5,5,1.0,-0.15384615384615374,-0.06060606060606055,0.04761904761904767,1.4,1.7320508075688772,-0.2,-0.32274861218395134,-0.3952847075210474,0.2,0.6,0.35,0.4330127018922193,0.0
qwen25vl,few_shot,Example / Application,13,13,1.0,0.5517241379310345,0.36585365853658536,0.052980132450331285,1.2307692307692308,1.5191090506254998,0.6153846153846154,0.6593804733957869,0.6671905698254519,0.15384615384615385,0.7692307692307693,0.3076923076923077,0.37977726265637496,0.0
qwen25vl,few_shot,Definition of Data Mining,8,8,1.0,0.7142857142857143,0.5555555555555556,0.368421052631579,0.5,0.8660254037844386,0.0,0.7453559924999298,0.6900655593423541,0.625,0.875,0.125,0.21650635094610965,0.0
qwen25vl,few_shot,KDD Process Steps,8,8,1.0,0.8028169014084507,0.6153846153846154,0.33333333333333337,0.625,0.9354143466934853,-0.125,0.8292279828967709,0.7844645405527362,0.5,0.875,0.15625,0.23385358667337133,0.0
qwen25vl,few_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.7114427860696517,0.5056179775280899,0.23076923076923073,0.6875,0.9519716382329886,0.4375,0.7607997567822271,0.8421052631578949,0.375,0.875,0.171875,0.23799290955824715,0.0
qwen25vl,few_shot,Understanding of normalization and related problems(3),10,10,1.0,0.29268292682926833,0.09638554216867468,0.024390243902438935,0.75,0.85146931829632,-0.65,0.5270462766947298,0.5270462766947299,0.2,1.0,0.25000000000000006,0.28382310609877337,0.0
qwen25vl,few_shot,Explanation of normal forms(3),10,10,1.0,0.2659279778393352,0.22018348623853212,0.1358024691358024,0.85,1.1510864433221337,-0.85,0.4470390049816901,0.47338106833115084,0.3,0.7,0.2833333333333333,0.38369548110737794,0.0
qwen25vl,few_shot,Use of example(2),10,10,1.0,0.11262798634812288,0.08256880733944949,0.042553191489361764,1.0,1.140175425099138,-0.8,0.23236555852564186,0.2624997436527193,0.1,0.5,0.5,0.570087712549569,0.0
qwen25vl,few_shot,Clear and organized writing(2),10,10,1.0,0.0897959183673469,0.05684754521963831,0.01098901098901095,0.7299999952316284,0.8179241942883424,-0.6299999952316284,0.19914600504222368,0.18831089428867734,0.1,0.9,0.3649999976158142,0.4089620971441712,0.0
qwen25vl,few_shot,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
qwen25vl,few_shot,Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
qwen25vl,few_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
qwen25vl,few_shot,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.9574271077563381,-0.8333333333333334,,,0.0,0.6666666666666666,0.3333333333333333,0.3829708431025352,0.0
qwen25vl,few_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
qwen25vl,few_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
qwen25vl,few_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.6666666666666667,0.5,0.33333333333333337,0.25,0.3535533905932738,0.25,1.0,0.9999999999999999,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
qwen25vl,few_shot,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.5,0.5,0.0,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
qwen25vl,few_shot,Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,few_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.4545454545454545,0.25,0.07692307692307687,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.7216878364870323,0.6030226891555273,0.5555555555555556,1.0,0.1111111111111111,0.16666666666666666,0.0
qwen25vl,few_shot,Technical Accuracy (2 Marks),9,9,1.0,0.2568807339449539,0.11764705882352933,0.0,0.5555555555555556,0.7071067811865476,0.1111111111111111,0.342381191631163,0.4525375668749575,0.3333333333333333,1.0,0.2777777777777778,0.3535533905932738,0.0
qwen25vl,few_shot,Examples/Protocols(1 Mark),9,9,1.0,0.43243243243243235,0.27586206896551735,0.16000000000000003,0.3888888888888889,0.44095855184409843,-0.2777777777777778,0.7559289460184545,0.7559289460184544,0.2222222222222222,1.0,0.3888888888888889,0.44095855184409843,0.0
qwen25vl,few_shot,Clarity & Organization (1 Mark),9,9,1.0,0.13289036544850497,0.08163265306122447,0.0,0.5,0.5385164807134505,0.30000000000000004,0.3162277660168379,0.31622776601683794,0.0,1.0,0.5,0.5385164807134505,0.0
qwen25vl,full,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,full,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,full,Reinforcement Learning,9,9,1.0,0.0,0.0,0.0,0.4444444444444444,0.8819171036881969,0.4444444444444444,,,0.5555555555555556,0.8888888888888888,0.17777777777777776,0.35276684147527876,0.0
qwen25vl,full,"Example, Overall Clarity & Structure",9,9,1.0,-0.3764705882352939,-0.3695652173913042,-0.3728813559322035,0.7777777777777778,0.8498365855987975,0.2222222222222222,-0.4237017130659009,-0.4177125516562908,0.0,0.8888888888888888,0.3111111111111111,0.33993463423951903,0.0
qwen25vl,full,Defintion of climate and weather,6,6,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,full,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.816496580927726,0.3333333333333333,,,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.408248290463863,0.0
qwen25vl,full,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
qwen25vl,full,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,full,Step-by-Step Procedure,10,10,1.0,0.0,0.0,0.0,0.6,0.7745966692414834,0.6,,,0.4,1.0,0.15,0.19364916731037085,0.0
qwen25vl,full,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,full,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,full,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,0.8660254037844386,-0.25,,,0.25,1.0,0.1875,0.21650635094610965,0.0
qwen25vl,full,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,full,Concept of Histogram Matching,4,4,1.0,0.0,0.0,0.0,0.75,0.8660254037844386,-0.25,,,0.25,1.0,0.1875,0.21650635094610965,0.0
qwen25vl,full,Necessity of Histogram Matching,4,4,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,full,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,full,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
qwen25vl,full,Correct identification of keys in given relation (2),6,6,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.16666666666666666,,,0.5,1.0,0.25,0.3535533905932738,0.0
qwen25vl,full,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,full,Definition of Method Overloading,5,5,1.0,0.161849710982659,0.0,-0.19047619047619047,2.2,2.4083189157584592,2.2,0.8427009716003843,0.9128709291752769,0.0,0.4,0.55,0.6020797289396148,0.0
qwen25vl,full,Definition of Method Overriding,5,5,1.0,0.03686635944700456,0.0,0.0,3.1,3.2326459750489227,3.1,0.408248290463863,0.408248290463863,0.0,0.0,0.775,0.8081614937622307,0.0
qwen25vl,full,Comparision,5,5,1.0,0.0,0.0,0.0,1.0,1.8439088914585775,1.0,,,0.6,0.8,0.25,0.4609772228646444,0.0
qwen25vl,full,Example / Application,13,13,1.0,0.7474560592044404,0.689419795221843,0.5411764705882353,0.5384615384615384,1.270977818604485,0.07692307692307693,0.7498162620320795,0.7673122675560641,0.7692307692307693,0.8461538461538461,0.1346153846153846,0.3177444546511213,0.0
qwen25vl,full,Definition of Data Mining,8,8,1.0,0.6842105263157895,0.5555555555555556,0.4285714285714286,0.5,0.8660254037844386,-0.5,0.7700535410868201,0.7606388292556648,0.625,0.875,0.125,0.21650635094610965,0.0
qwen25vl,full,KDD Process Steps,8,8,1.0,0.9318181818181819,0.7931034482758621,0.5,0.375,0.6123724356957945,0.125,0.9344767269690312,0.9207368843792509,0.625,1.0,0.09375,0.15309310892394862,0.0
qwen25vl,full,Importance of Data Mining Marks=(4),8,8,1.0,0.689922480620155,0.4893617021276596,0.28888888888888886,0.75,1.118033988749895,-0.25,0.713646139246883,0.5735393346764045,0.5,0.75,0.1875,0.2795084971874737,0.0
qwen25vl,full,Understanding of normalization and related problems(3),10,10,1.0,0.47619047619047616,0.2857142857142857,0.13043478260869557,0.45,0.5244044240850758,-0.05,0.5646924393157821,0.5303300858899107,0.2,1.0,0.15,0.17480147469502527,0.0
qwen25vl,full,Explanation of normal forms(3),10,10,1.0,0.691358024691358,0.45945945945945943,0.1954022988505747,0.4,0.5,0.1,0.8224628936244653,0.833585396052301,0.3,1.0,0.13333333333333336,0.16666666666666669,0.0
qwen25vl,full,Use of example(2),10,10,1.0,0.5454545454545454,0.3571428571428571,0.17647058823529416,0.45,0.570087712549569,-0.05,0.8238415256818213,0.8510392896474794,0.3,1.0,0.225,0.2850438562747845,0.0
qwen25vl,full,Clear and organized writing(2),10,10,1.0,0.5578947368421052,0.4,0.2592592592592593,0.1799999952316284,0.2898275299880556,0.12000000476837158,0.7196412234211267,0.6590881300103707,0.6,1.0,0.0899999976158142,0.1449137649940278,0.0
qwen25vl,full,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,full,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,full,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
qwen25vl,full,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
qwen25vl,full,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
qwen25vl,full,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.5,0.5,0.5,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
qwen25vl,full,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
qwen25vl,full,Enables comparison between models and overfitting issues,2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,full,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,full,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.3571428571428571,0.18181818181818177,0.052631578947368474,0.6666666666666666,0.816496580927726,-0.4444444444444444,0.5455447255899807,0.5698028822981898,0.3333333333333333,1.0,0.16666666666666666,0.2041241452319315,0.0
qwen25vl,full,Technical Accuracy (2 Marks),9,9,1.0,0.320754716981132,0.25,0.18181818181818177,0.6666666666666666,0.9428090415820634,0.0,0.3254818219536804,0.33333333333333337,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.4714045207910317,0.0
qwen25vl,full,Examples/Protocols(1 Mark),9,9,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7559289460184545,0.7559289460184544,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
qwen25vl,full,Clarity & Organization (1 Mark),9,9,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1111111111111111,0.3333333333333333,-0.1111111111111111,0.7559289460184544,0.7559289460184544,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
qwen25vl,lora,Supervised Learning,9,9,1.0,-0.36363636363636376,-0.36363636363636354,-0.36363636363636354,0.2777777777777778,0.37267799624996495,0.05555555555555555,-0.3779644730092272,-0.3779644730092272,0.4444444444444444,1.0,0.11111111111111109,0.14907119849998596,0.0
qwen25vl,lora,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,lora,Reinforcement Learning,9,9,1.0,0.0,0.0,0.0,0.4444444444444444,0.8819171036881969,0.4444444444444444,,,0.5555555555555556,0.8888888888888888,0.17777777777777776,0.35276684147527876,0.0
qwen25vl,lora,"Example, Overall Clarity & Structure",9,9,1.0,-0.013245033112582849,-0.13793103448275867,-0.22033898305084754,0.6111111111111112,0.6871842709362768,0.16666666666666666,-0.014744195615489702,-0.009180495640797601,0.1111111111111111,1.0,0.24444444444444446,0.27487370837451075,0.0
qwen25vl,lora,Defintion of climate and weather,6,6,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,lora,Name of the climate variables,6,6,1.0,0.2139037433155081,0.1923076923076924,0.4545454545454546,0.2916666666666667,0.7144345083117603,0.2916666666666667,0.9999999999999996,1.0,0.8333333333333334,0.8333333333333334,0.14583333333333334,0.3572172541558801,0.0
qwen25vl,lora,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
qwen25vl,lora,Understanding of Concept,10,10,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.3,0.0,0.0,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,lora,Step-by-Step Procedure,10,10,1.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.4,0.6324555320336759,0.0,0.16666666666666674,0.16666666666666669,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,lora,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,lora,Clarity & Presentation,10,10,1.0,0.34782608695652173,0.31818181818181823,0.30232558139534893,0.3,0.5477225575051661,-0.1,0.4444444444444445,0.46481112585226414,0.7,1.0,0.075,0.13693063937629152,0.0
qwen25vl,lora,Concept of Histogram Equalization,4,4,1.0,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,1.0,1.224744871391589,0.5,-0.5222329678670934,-0.5443310539518174,0.25,0.75,0.25,0.30618621784789724,0.0
qwen25vl,lora,Necessity of Histogram Equalization,4,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
qwen25vl,lora,Concept of Histogram Matching,4,4,1.0,0.4285714285714286,0.33333333333333337,0.2727272727272727,0.5,0.7071067811865476,0.0,0.5222329678670934,0.5443310539518174,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,lora,Necessity of Histogram Matching,4,4,1.0,0.5,0.5,0.5,0.25,0.5,-0.25,0.5773502691896256,0.5773502691896257,0.75,1.0,0.0625,0.125,0.0
qwen25vl,lora,Understanding of schema and instance (2),6,6,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666666,0.408248290463863,-0.16666666666666666,0.6324555320336759,0.632455532033676,0.8333333333333334,1.0,0.08333333333333333,0.2041241452319315,0.0
qwen25vl,lora,Explanation of different types of keys with examples (4),6,6,1.0,0.4999999999999999,0.3999999999999999,0.33333333333333326,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.6123724356957944,0.6123724356957945,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
qwen25vl,lora,Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
qwen25vl,lora,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
qwen25vl,lora,Definition of Method Overloading,5,5,1.0,0.39252336448598135,0.3589743589743589,0.33333333333333337,1.0,1.61245154965971,1.0,0.51604684654214,0.5590169943749475,0.6,0.6,0.25,0.4031128874149275,0.0
qwen25vl,lora,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
qwen25vl,lora,Comparision,5,5,1.0,0.16326530612244894,0.15384615384615385,0.16666666666666674,2.2,2.8635642126552705,-2.2,0.32274861218395134,0.3952847075210474,0.4,0.4,0.55,0.7158910531638176,0.0
qwen25vl,lora,Example / Application,13,13,1.0,0.8059701492537313,0.8059701492537313,0.8059701492537313,0.3076923076923077,1.1094003924504583,-0.3076923076923077,0.8215838362577492,0.8215838362577491,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.2773500981126146,0.0
qwen25vl,lora,Definition of Data Mining,8,8,1.0,0.7,0.5555555555555556,0.4,0.5,0.8660254037844386,-0.25,0.7378647873726218,0.6620374995373379,0.625,0.875,0.125,0.21650635094610965,0.0
qwen25vl,lora,KDD Process Steps,8,8,1.0,0.864406779661017,0.7192982456140351,0.4782608695652174,0.5,0.8660254037844386,0.25,0.8742857142857143,0.8945302703857816,0.625,0.875,0.125,0.21650635094610965,0.0
qwen25vl,lora,Importance of Data Mining Marks=(4),8,8,1.0,0.8195488721804511,0.6799999999999999,0.5,0.5,0.8660254037844386,0.25,0.8517444716879506,0.872660122004214,0.625,0.875,0.125,0.21650635094610965,0.0
qwen25vl,lora,Understanding of normalization and related problems(3),10,10,1.0,0.6086956521739131,0.4444444444444444,0.2857142857142857,0.35,0.4743416490252569,-0.05,0.6662136141735209,0.6381371265238076,0.4,1.0,0.11666666666666665,0.15811388300841897,0.0
qwen25vl,lora,Explanation of normal forms(3),10,10,1.0,0.7933884297520661,0.5754716981132075,0.2405063291139241,0.45,0.6123724356957945,-0.45,0.9207153597283315,0.9276516547284609,0.4,1.0,0.15,0.2041241452319315,0.0
qwen25vl,lora,Use of example(2),10,10,1.0,0.9595141700404858,0.875,0.6825396825396826,0.1,0.22360679774997896,-0.1,0.9674758904283951,0.9424256455914298,0.8,1.0,0.05,0.11180339887498948,0.0
qwen25vl,lora,Clear and organized writing(2),10,10,1.0,0.10426540284360186,0.10810810810810811,0.11764705882352944,0.32999999523162843,0.43474129361104596,-0.22999999523162842,0.19914600504222374,0.18831089428867734,0.4,1.0,0.16499999761581421,0.21737064680552298,0.0
qwen25vl,lora,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,lora,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,lora,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
qwen25vl,lora,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
qwen25vl,lora,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
